Время (сек),[Вертолет] Состояние,[Угловая скорость в связанной СК] По оси X (град-с),[Угловая скорость в связанной СК] По оси Y (град-с),[Угловая скорость в связанной СК] По оси Z (град-с),[Полное ускорение в связанной СК] По оси X (G),[Полное ускорение в связанной СК] По оси Y (G),[Полное ускорение в связанной СК] По оси Z (G),[Полное ускорение в нормальной СК] Северное (G),[Полное ускорение в нормальной СК] Восточное (G),[Полное ускорение в нормальной СК] Вертикальное (G),[Полное ускорение в нормальной СК] Перегрузка (G),[Напряженность МПЗ в связанной СК] По оси X (Гаусс),[Напряженность МПЗ в связанной СК] По оси Y (Гаусс),[Напряженность МПЗ в связанной СК] По оси Z (Гаусс),[Координаты в стартовой СК] Удаление на Север (м),[Координаты в стартовой СК] Удаление на Восток (м),[Координаты в стартовой СК] Высота (м),[Координаты в стартовой СК] Удаление по горизонтали (м),[Координаты в стартовой СК] Уход по горизонтали (м),[Координаты в стартовой СК] Уход по вертикали (м),[Координаты в стартовой СК] Ошибка по горизонтали (м),[Координаты в стартовой СК] Ошибка по вертикали (м),[Координаты в стартовой СК] СКО курса (град),[Координаты в географической СК] Широта (микро град),[Координаты в географической СК] Долгота (микро град),[Координаты в географической СК] Высота (м),[Координаты в географической СК] СКО широты (м),[Координаты в географической СК] СКО долготы (м),[Координаты в географической СК] СКО высоты (м),[Скорость относительно Земли] Северная (м-с),[Скорость относительно Земли] Восточная (м-с),[Скорость относительно Земли] Вертикальная (м-с),[Скорость относительно Земли] Горизонтальная (м-с),[Скорость относительно Земли] Полная (м-с),[Скорость относительно Земли] Траекторный угол (град),[Скорость относительно Земли] Путевой угол (град),[Скорость относительно Земли] Угол сноса (град),[Скорость относительно Земли] СКО северной (м-c),[Скорость относительно Земли] СКО восточной (м-c),[Скорость относительно Земли] СКО вертикальной (м-c),[Скорость относительно воздуха] Северная (м-с),[Скорость относительно воздуха] Восточная (м-с),[Скорость относительно воздуха] Вертикальная (м-с),[Скорость относительно воздуха] Горизонтальная (м-с),[Скорость относительно воздуха] Полная (м-с),[Скорость относительно воздуха] Угол атаки (град),[Скорость относительно воздуха] Угол скольжения (град),[Ориентация] Курс (град),[Ориентация] Тангаж (град),[Ориентация] Крен (град),[Ориентация] СКО курса (град),[Ориентация] СКО тангажа (град),[Ориентация] СКО крена (град),[Время] Дата (ddmmyyyy),[Время] Время (hhmmsssss),[Точка цели] Флаги,[Точка цели] Широта (микроград),[Точка цели] Долгота (микроград),[Точка цели] Высота (м),[Точка цели] Скорость (км-ч),[Точка цели] Путевой угол (град),[Точка цели] Азимут (град),[Точка цели] Возвышение (град),[Точка цели] Дальность (м),[Автопилот] Код ошибки,[Автопилот] Режим работы (0-A 1-AM 2-M),[Автопилот] Заданный путевой угол (град),[Автопилот] Текущий путевой угол (град),[Автопилот] Заданная высота (м),[Автопилот] Текущая высота (м),[Автопилот] Заданная скорость (км-ч),[Автопилот] Текущая скорость (км-ч),[Автопилот] Заданная вертикальная скорость (м-с),[Автопилот] Текущая  вертикальная скорость (м-с),[Автопилот] Заданный крен (град),[Автопилот] Текущий крен (град),[Автопилот] Заданный тангаж (град),[Автопилот] Текущий тангаж (град),[Автопилот] Заданный курс (град),[Автопилот] Текущий курс (град),[Автопилот] Заданный траекторный угол (град),[Автопилот] Текущий траекторный угол (град),[Автопилот] Текущий угол атаки (град),[Автопилот] Текущий угол скольжения (град),[Автопилот] Заданная тяга (%),[Автопилот] Триммер автомата тяги (%),[Автопилот] Триммер руля высоты (град),[Сервопривод направления] Код ошибки,[Сервопривод возвышения] Код ошибки,[Силовая установка] Тяга переднего левого двигателя (%),[Силовая установка] Тяга переднего правого двигателя (%),[Силовая установка] Тяга заднего левого двигателя (%),[Силовая установка] Тяга заднего правого двигателя (%),[Передний левый двигатель] Код ошибки,[Передний правый двигатель] Код ошибки,[Задний левый двигатель] Код ошибки,[Задний правый двигатель] Код ошибки,[Футаба] Канал флагов,[Футаба] Код ошибки,[Канал крена] Относительное положение,[Канал тангажа] Относительное положение,[Канал направления] Относительное положение,[Канал тяги] Относительное положение,[Канал автопилота] Относительное положение,[Канал двигателей] Относительное положение,[Канал парашюта] Относительное положение,[Канал связи] Относительное положение,[Канал полезной нагрузки] Относительное положение,[Канал режима] Относительное положение,[Канал 11] Относительное положение,[Канал 12] Относительное положение,[Канал 13] Относительное положение,[Канал 14] Относительное положение,[Канал 15] Относительное положение,[Канал 16] Относительное положение,[Батарея] Код ошибки,[Батарея] Напряжение (В),[Батарея] Ток (A),[Топливный бак] Код ошибки,[Топливный бак] Остаток (л),[Топливный бак] Уровень (%),[Топливный бак] Расход (л-мин),[Высотомер] Код ошибки,[Высотомер] Расстояние (м)
217.135,1,-0.0430888,0.01733192,-0.03306944,-0.0254303,-0.01905606,-0.002181768,-0.02868041,-0.01369027,-0.002092242,1.002596,0.09887967,0.05099596,0.3726159,-1948.664,-381.1484,-0.0004577637,1985.59,6246.37,4.001721,0,-0.3901215,0,55878771,37543015,197.4376,1741.021,1741.195,0.4762166,-31.39689,-8.933556,-0.05756696,32.64312,32.64317,-0.1010425,195.883,-27.07749,13.8672,13.8716,0.2867362,-31.39689,-8.933556,-0.05756696,32.64312,32.64317,-0.3967748,-27.07749,348.8275,1.331954,1.512574,2.690972,1.694131,1.799371,6011980,337133,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8275,0,-0.0004577637,5,117.5154,0,-0.05756696,0,1.512574,0,1.331954,0,348.8275,0,-0.1010425,7.603226,-27.07749,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.11398,2.191,0x00000000,19.72921,98,0,0x00000000,0
217.144,1,-0.04193827,0.06465138,-0.001771288,-0.02400559,-0.01773862,-0.00139451,-0.02700929,-0.01269922,-0.001303554,1.001748,0.09887967,0.05099596,0.3726159,-1948.978,-381.2377,-0.001037598,1985.915,6246.37,4.001721,0,-0.3901215,0,55878768,37543013,197.4371,1741.128,1741.302,0.4783252,-31.39953,-8.93484,-0.05744632,32.64601,32.64606,-0.1008218,195.8839,-27.07837,13.86777,13.87217,0.2874123,-31.39953,-8.93484,-0.05744632,32.64601,32.64606,-0.3977389,-27.07837,348.8275,1.332597,1.512131,2.691137,1.694325,1.799561,6011980,337143,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8275,0,-0.001037598,5,117.5258,0,-0.05744632,0,1.512131,0,1.332597,0,348.8275,0,-0.1008218,7.602262,-27.07837,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.11398,2.191,0x00000000,19.72921,98,0,0x00000000,0
217.154,1,-0.03697628,0.04594917,-0.005206487,-0.02117423,-0.01572643,0.001779318,-0.02378688,-0.01137113,0.001855969,0.9984922,0.09887967,0.05099596,0.3726159,-1949.292,-381.3271,-0.001617432,1986.24,6246.37,4.001721,0,-0.3901215,0,55878765,37543012,197.4365,1741.234,1741.408,0.480443,-31.40186,-8.935994,-0.0576358,32.64856,32.64861,-0.1011464,195.8848,-27.07921,13.86834,13.87274,0.2880875,-31.40186,-8.935994,-0.0576358,32.64856,32.64861,-0.397971,-27.07921,348.8275,1.333053,1.511738,2.691301,1.694518,1.799752,6011980,337153,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8275,0,-0.001617432,5,117.535,0,-0.0576358,0,1.511738,0,1.333053,0,348.8275,0,-0.1011464,7.60203,-27.07921,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.11398,2.191,0x00000000,19.72921,98,0,0x00000000,0
217.164,1,-0.04613663,-0.01282953,0.001663802,-0.02301589,-0.01920838,0.000449121,-0.02629811,-0.01438655,0.0004777312,0.9999716,0.09887967,0.05099596,0.3726159,-1949.606,-381.4165,-0.002197266,1986.566,6246.37,4.001721,0,-0.3901215,0,55878763,37543011,197.4359,1741.34,1741.515,0.4825699,-31.40443,-8.937444,-0.05769,32.65143,32.65148,-0.1012326,195.886,-27.08036,13.86891,13.87331,0.288762,-31.40443,-8.937444,-0.05769,32.65143,32.65148,-0.397947,-27.08036,348.8276,1.33292,1.511253,2.691466,1.694711,1.799942,6011980,337163,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8276,0,-0.002197266,5,117.5453,0,-0.05769,0,1.511253,0,1.33292,0,348.8276,0,-0.1012326,7.602055,-27.08036,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.11398,2.191,0x00000000,19.72921,98,0,0x00000000,0
217.175,1,0.02218401,0.009689577,0.005480583,-0.02489227,-0.01878914,-0.001126051,-0.02808409,-0.01357039,-0.00104177,1.001528,0.09087966,0.06732929,0.3779492,-1949.92,-381.5059,-0.0027771,1986.891,6246.37,4.001721,0,-0.3901215,0,55878760,37543009,197.4353,1741.447,1741.621,0.484706,-31.40717,-8.938813,-0.05759506,32.65445,32.6545,-0.1010567,195.8869,-27.08128,13.86948,13.87388,0.2894358,-31.40717,-8.938813,-0.05759506,32.65445,32.6545,-0.398082,-27.08128,348.8276,1.333011,1.511454,2.69163,1.694905,1.800133,6011980,337173,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8276,0,-0.0027771,5,117.5562,0,-0.05759506,0,1.511454,0,1.333011,0,348.8276,0,-0.1010567,7.601919,-27.08128,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.11398,2.191,0x00000000,19.72921,98,0,0x00000000,0
217.185,1,-0.03468627,0.04442241,-0.005206397,-0.02429712,-0.01694203,-0.001877427,-0.02715078,-0.0118473,-0.001758337,1.002196,0.09087966,0.06732929,0.3779492,-1950.234,-381.5953,-0.01400757,1987.216,6246.37,4.057761,0,-0.1235199,0,55878757,37543008,197.4241,1741.553,1741.727,0.465471,-31.40983,-8.940014,-0.06211729,32.65733,32.65739,-0.1089818,195.8877,-27.08175,13.87005,13.87445,0.2832306,-31.40983,-8.940014,-0.06211729,32.65733,32.65739,-0.3892756,-27.08175,348.8276,1.332248,1.511853,2.691793,1.694367,1.799448,6011980,337183,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8276,0,-0.01400757,5,117.5666,0,-0.06211729,0,1.511853,0,1.332248,0,348.8276,0,-0.1089818,7.610725,-27.08175,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.1764,0x00000000,19.72921,98,0,0x00000000,0
217.195,1,-0.03697147,0.07380391,0.0184579,-0.02544782,-0.01718979,-0.00496006,-0.02837956,-0.0117741,-0.004818559,1.005288,0.09087966,0.06732929,0.3779492,-1950.548,-381.6848,-0.01463318,1987.542,6246.37,4.057761,0,-0.1235199,0,55878754,37543006,197.4235,1741.659,1741.834,0.4675317,-31.4126,-8.941208,-0.06165165,32.66033,32.66039,-0.1081549,195.8884,-27.08224,13.87062,13.87502,0.2839107,-31.4126,-8.941208,-0.06165165,32.66033,32.66039,-0.3909117,-27.08224,348.8279,1.332976,1.511465,2.691958,1.69456,1.799639,6011980,337193,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8279,0,-0.01463318,5,117.5774,0,-0.06165165,0,1.511465,0,1.332976,0,348.8279,0,-0.1081549,7.60909,-27.08224,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.1764,0x00000000,19.72921,98,0,0x00000000,0
217.205,1,0.02562394,0.03258244,0.01616794,-0.02397883,-0.01915592,-0.00214088,-0.02727546,-0.01407703,-0.002086878,1.002557,0.09087966,0.06732929,0.3779492,-1950.863,-381.7742,-0.01524353,1987.867,6246.37,4.057761,0,-0.1235199,0,55878751,37543005,197.4229,1741.766,1741.94,0.4696017,-31.41527,-8.942628,-0.06145413,32.66328,32.66334,-0.1077987,195.8895,-27.08317,13.87119,13.87559,0.2845899,-31.41527,-8.942628,-0.06145413,32.66328,32.66334,-0.3914108,-27.08317,348.8281,1.333293,1.511702,2.692122,1.694753,1.799829,6011980,337203,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8281,0,-0.01524353,5,117.588,0,-0.06145413,0,1.511702,0,1.333293,0,348.8281,0,-0.1077987,7.60859,-27.08317,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.1764,0x00000000,19.72921,98,0,0x00000000,0
217.215,1,-0.0003303135,0.04250613,0.006244258,-0.02231429,-0.01922631,0.0001235008,-0.02561514,-0.0145353,0.0001357198,1.000298,0.09087966,0.06732929,0.3779492,-1951.177,-381.8637,-0.01585388,1988.193,6246.37,4.057761,0,-0.1235199,0,55878749,37543003,197.4222,1741.872,1742.047,0.4716811,-31.41777,-8.944093,-0.06147477,32.66609,32.66615,-0.1078256,195.8908,-27.08434,13.87176,13.87616,0.2852684,-31.41777,-8.944093,-0.06147477,32.66609,32.66615,-0.3917282,-27.08434,348.8282,1.333712,1.511677,2.692287,1.694947,1.80002,6011980,337213,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8282,0,-0.01585388,5,117.5981,0,-0.06147477,0,1.511677,0,1.333712,0,348.8282,0,-0.1078256,7.608273,-27.08434,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.1764,0x00000000,19.72921,98,0,0x00000000,0
217.225,1,0.01913538,0.01922368,0.01654961,-0.02366977,-0.01766962,0.003199518,-0.02659002,-0.01284112,0.003281713,0.9971555,0.09087966,0.06732929,0.3779492,-1951.491,-381.9532,-0.01646423,1988.518,6246.37,4.057761,0,-0.1235199,0,55878746,37543002,197.4216,1741.979,1742.153,0.4737697,-31.42037,-8.945391,-0.06180419,32.66894,32.669,-0.108394,195.8917,-27.08503,13.87233,13.87673,0.2859461,-31.42037,-8.945391,-0.06180419,32.66894,32.669,-0.389866,-27.08503,348.8284,1.332764,1.512613,2.69245,1.694409,1.799335,6011980,337223,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8284,0,-0.01646423,5,117.6084,0,-0.06180419,0,1.512613,0,1.332764,0,348.8284,0,-0.108394,7.610135,-27.08503,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.1764,0x00000000,19.72921,98,0,0x00000000,0
217.235,1,-0.06482939,0.01425415,-0.1571141,-0.02456473,-0.01795254,-0.001639903,-0.02760708,-0.01279023,-0.001541138,1.002003,0.102213,0.06632929,0.3726159,-1951.805,-382.0427,-0.01707458,1988.844,6246.37,4.057761,0,-0.1235199,0,55878743,37543001,197.421,1742.085,1742.26,0.4758675,-31.42307,-8.946684,-0.06166024,32.67189,32.67195,-0.1081317,195.8926,-27.08745,13.8729,13.87731,0.2866231,-31.42307,-8.946684,-0.06166024,32.67189,32.67195,-0.3905275,-27.08745,348.8269,1.332943,1.511905,2.692614,1.694603,1.799525,6011980,337233,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8269,0,-0.01707458,5,117.619,0,-0.06166024,0,1.511905,0,1.332943,0,348.8269,0,-0.1081317,7.609474,-27.08745,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.1764,0x00000000,19.72921,98,0,0x00000000,0
217.245,1,-0.05414221,-0.03574572,-0.01627457,-0.02465602,-0.01853309,-0.001627445,-0.02781422,-0.01334212,-0.001541734,1.002017,0.102213,0.06632929,0.3726159,-1952.119,-382.1322,-0.01768494,1989.169,6246.37,4.057761,0,-0.1235199,0,55878740,37542999,197.4204,1742.192,1742.366,0.4779746,-31.42579,-8.948031,-0.06151624,32.67488,32.67493,-0.1078693,195.8936,-27.08855,13.87347,13.87788,0.2872992,-31.42579,-8.948031,-0.06151624,32.67488,32.67493,-0.3906927,-27.08855,348.8268,1.332585,1.511336,2.692779,1.694797,1.799715,6011980,337243,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8268,0,-0.01768494,5,117.6298,0,-0.06151624,0,1.511336,0,1.332585,0,348.8268,0,-0.1078693,7.609308,-27.08855,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.1764,0x00000000,19.72921,98,0,0x00000000,0
217.255,1,-0.05681392,0.003185806,0.01693161,-0.02520941,-0.02078533,-0.002316713,-0.0288035,-0.015423,-0.002276897,1.002809,0.102213,0.06632929,0.3726159,-1952.434,-382.2217,-0.01829529,1989.495,6246.37,4.057761,0,-0.1235199,0,55878737,37542998,197.4198,1742.298,1742.473,0.4800908,-31.42861,-8.949583,-0.06130007,32.67801,32.67807,-0.10748,195.8948,-27.08962,13.87404,13.87845,0.2879746,-31.42861,-8.949583,-0.06130007,32.67801,32.67807,-0.3913335,-27.08962,348.827,1.332608,1.510749,2.692943,1.69499,1.799905,6011980,337253,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.827,0,-0.01829529,5,117.6411,0,-0.06130007,0,1.510749,0,1.332608,0,348.827,0,-0.10748,7.608668,-27.08962,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.1764,0x00000000,19.72921,98,0,0x00000000,0
217.265,1,-0.05948597,0.02150611,0.1646415,-0.02225175,-0.02127225,0.0004239678,-0.02594729,-0.01655743,0.0003807545,1.000093,0.102213,0.06632929,0.3726159,-1952.748,-382.3112,-0.01890564,1989.821,6246.37,4.057761,0,-0.1235199,0,55878734,37542996,197.4192,1742.405,1742.579,0.4822163,-31.43114,-8.951246,-0.06134477,32.6809,32.68097,-0.1075488,195.8964,-27.08951,13.87461,13.87902,0.2886492,-31.43114,-8.951246,-0.06134477,32.6809,32.68097,-0.3916806,-27.08951,348.8286,1.332775,1.51017,2.693107,1.695182,1.800097,6011980,337263,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8286,0,-0.01890564,5,117.6515,0,-0.06134477,0,1.51017,0,1.332775,0,348.8286,0,-0.1075488,7.60832,-27.08951,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.1764,0x00000000,19.72921,98,0,0x00000000,0
217.275,1,0.06036167,0.09288037,0.07074825,-0.02262164,-0.01977506,0.002980053,-0.02596933,-0.01510719,0.002982676,0.9974699,0.102213,0.06632929,0.3726159,-1953.062,-382.4008,-0.01951599,1990.146,6246.37,4.057761,0,-0.1235199,0,55878732,37542995,197.4186,1742.511,1742.686,0.4843508,-31.43368,-8.952767,-0.06164484,32.68377,32.68382,-0.1080654,195.8978,-27.09007,13.87518,13.87959,0.2893231,-31.43368,-8.952767,-0.06164484,32.68377,32.68382,-0.3901698,-27.09007,348.8294,1.332529,1.511831,2.693271,1.694644,1.799413,6011980,337273,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8294,0,-0.01951599,5,117.6618,0,-0.06164484,0,1.511831,0,1.332529,0,348.8294,0,-0.1080654,7.609832,-27.09007,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.14104,2.1764,0x00000000,19.72921,98,0,0x00000000,0
217.285,1,0.028689,0.08905587,0.008916952,-0.02310102,-0.0192561,-0.0002784729,-0.02639583,-0.01440379,-0.0002487898,1.000701,0.102213,0.06632929,0.3726159,-1953.377,-382.4903,-0.02069092,1990.472,6246.37,4.048015,0,-0.006362915,0,55878729,37542993,197.4174,1742.618,1742.792,0.4651593,-31.43626,-8.954219,-0.0618689,32.68665,32.6867,-0.1084487,195.899,-27.09114,13.87575,13.88016,0.2831346,-31.43626,-8.954219,-0.0618689,32.68665,32.6867,-0.3904154,-27.09114,348.8296,1.333413,1.512097,2.693436,1.694837,1.799604,6011980,337283,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8296,0,-0.02069092,5,117.6721,0,-0.0618689,0,1.512097,0,1.333413,0,348.8296,0,-0.1084487,7.609586,-27.09114,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.13202,2.0304,0x00000000,19.72921,98,0,0x00000000,0
217.295,1,-0.01444084,0.05546817,0.07876398,-0.02538369,-0.01672736,-0.004001021,-0.02821158,-0.01136496,-0.00384903,1.00431,0.108213,0.0563293,0.3699492,-1953.691,-382.5799,-0.02130127,1990.798,6246.37,4.048015,0,-0.006362915,0,55878726,37542992,197.4168,1742.724,1742.899,0.4672186,-31.43902,-8.955372,-0.06149843,32.68961,32.68967,-0.1077895,195.8996,-27.09096,13.87632,13.88073,0.2838148,-31.43902,-8.955372,-0.06149843,32.68961,32.68967,-0.3916202,-27.09096,348.8304,1.333942,1.511949,2.693601,1.69503,1.799795,6011980,337293,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8304,0,-0.02130127,5,117.6828,0,-0.06149843,0,1.511949,0,1.333942,0,348.8304,0,-0.1077895,7.608381,-27.09096,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.13202,2.0304,0x00000000,19.72921,98,0,0x00000000,0
217.305,1,-0.0766545,0.02913227,0.01769545,-0.02379471,-0.0146632,-0.004507184,-0.0262621,-0.009627616,-0.004337072,1.004727,0.108213,0.0563293,0.3699492,-1954.005,-382.6695,-0.02191162,1991.124,6246.37,4.048015,0,-0.006362915,0,55878723,37542991,197.4162,1742.83,1743.005,0.4692873,-31.44159,-8.956355,-0.06108006,32.69235,32.69241,-0.1070473,195.9,-27.09119,13.87689,13.8813,0.2844942,-31.44159,-8.956355,-0.06108006,32.69235,32.69241,-0.3929637,-27.09119,348.8306,1.334224,1.511163,2.693765,1.695223,1.799985,6011980,337303,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8306,0,-0.02191162,5,117.6927,0,-0.06108006,0,1.511163,0,1.334224,0,348.8306,0,-0.1070473,7.607037,-27.09119,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.13202,2.0304,0x00000000,19.72921,98,0,0x00000000,0
217.315,1,-0.08237954,-0.03804399,-0.08802982,-0.02400122,-0.01601746,-0.0008688569,-0.02666865,-0.01102425,-0.0007317066,1.001148,0.108213,0.0563293,0.3699492,-1954.32,-382.7591,-0.02252197,1991.449,6246.37,4.048015,0,-0.006362915,0,55878720,37542989,197.4156,1742.937,1743.112,0.4713653,-31.4442,-8.957475,-0.06101557,32.69517,32.69522,-0.106925,195.9007,-27.09267,13.87746,13.88187,0.2851728,-31.4442,-8.957475,-0.06101557,32.69517,32.69522,-0.3931082,-27.09267,348.8298,1.333862,1.510296,2.69393,1.695417,1.800175,6011980,337313,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8298,0,-0.02252197,5,117.7028,0,-0.06101557,0,1.510296,0,1.333862,0,348.8298,0,-0.106925,7.606893,-27.09267,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.13202,2.0304,0x00000000,19.72921,98,0,0x00000000,0
217.325,1,0.09128428,-0.03499081,-0.1456634,-0.024167,-0.01879198,0.0007475615,-0.02734438,-0.01377622,0.0008136034,0.9996555,0.108213,0.0563293,0.3699492,-1954.634,-382.8487,-0.02313232,1991.775,6246.37,4.048015,0,-0.006362915,0,55878717,37542988,197.415,1743.044,1743.219,0.4734526,-31.44687,-8.958865,-0.06110276,32.69812,32.69817,-0.1070681,195.9017,-27.09511,13.87803,13.88244,0.2858506,-31.44687,-8.958865,-0.06110276,32.69812,32.69817,-0.3908108,-27.09511,348.8284,1.33247,1.512121,2.694093,1.69488,1.799489,6011980,337323,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8284,0,-0.02313232,5,117.7134,0,-0.06110276,0,1.512121,0,1.33247,0,348.8284,0,-0.1070681,7.60919,-27.09511,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.13202,2.0304,0x00000000,19.72921,98,0,0x00000000,0
217.335,1,0.1775505,-0.0716373,-0.1303961,-0.02075831,-0.021669,0.001955092,-0.02454381,-0.01730053,0.001864493,0.9985871,0.108213,0.0563293,0.3699492,-1954.949,-382.9383,-0.02374268,1992.101,6246.37,4.048015,0,-0.006362915,0,55878715,37542986,197.4144,1743.15,1743.325,0.4755492,-31.44927,-8.960601,-0.06129309,32.7009,32.70095,-0.1073925,195.9035,-27.09816,13.8786,13.88301,0.2865276,-31.44927,-8.960601,-0.06129309,32.7009,32.70095,-0.3889872,-27.09816,348.8271,1.331784,1.513843,2.694258,1.695074,1.799678,6011980,337333,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.8271,0,-0.02374268,5,117.7234,0,-0.06129309,0,1.513843,0,1.331784,0,348.8271,0,-0.1073925,7.611014,-27.09816,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.13202,2.0304,0x00000000,19.72921,98,0,0x00000000,0
