Время (сек),[Вертолет] Состояние,[Угловая скорость в связанной СК] По оси X (град-с),[Угловая скорость в связанной СК] По оси Y (град-с),[Угловая скорость в связанной СК] По оси Z (град-с),[Полное ускорение в связанной СК] По оси X (G),[Полное ускорение в связанной СК] По оси Y (G),[Полное ускорение в связанной СК] По оси Z (G),[Полное ускорение в нормальной СК] Северное (G),[Полное ускорение в нормальной СК] Восточное (G),[Полное ускорение в нормальной СК] Вертикальное (G),[Полное ускорение в нормальной СК] Перегрузка (G),[Напряженность МПЗ в связанной СК] По оси X (Гаусс),[Напряженность МПЗ в связанной СК] По оси Y (Гаусс),[Напряженность МПЗ в связанной СК] По оси Z (Гаусс),[Координаты в стартовой СК] Удаление на Север (м),[Координаты в стартовой СК] Удаление на Восток (м),[Координаты в стартовой СК] Высота (м),[Координаты в стартовой СК] Удаление по горизонтали (м),[Координаты в стартовой СК] Уход по горизонтали (м),[Координаты в стартовой СК] Уход по вертикали (м),[Координаты в стартовой СК] Ошибка по горизонтали (м),[Координаты в стартовой СК] Ошибка по вертикали (м),[Координаты в стартовой СК] СКО курса (град),[Координаты в географической СК] Широта (микро град),[Координаты в географической СК] Долгота (микро град),[Координаты в географической СК] Высота (м),[Координаты в географической СК] СКО широты (м),[Координаты в географической СК] СКО долготы (м),[Координаты в географической СК] СКО высоты (м),[Скорость относительно Земли] Северная (м-с),[Скорость относительно Земли] Восточная (м-с),[Скорость относительно Земли] Вертикальная (м-с),[Скорость относительно Земли] Горизонтальная (м-с),[Скорость относительно Земли] Полная (м-с),[Скорость относительно Земли] Траекторный угол (град),[Скорость относительно Земли] Путевой угол (град),[Скорость относительно Земли] Угол сноса (град),[Скорость относительно Земли] СКО северной (м-c),[Скорость относительно Земли] СКО восточной (м-c),[Скорость относительно Земли] СКО вертикальной (м-c),[Скорость относительно воздуха] Северная (м-с),[Скорость относительно воздуха] Восточная (м-с),[Скорость относительно воздуха] Вертикальная (м-с),[Скорость относительно воздуха] Горизонтальная (м-с),[Скорость относительно воздуха] Полная (м-с),[Скорость относительно воздуха] Угол атаки (град),[Скорость относительно воздуха] Угол скольжения (град),[Ориентация] Курс (град),[Ориентация] Тангаж (град),[Ориентация] Крен (град),[Ориентация] СКО курса (град),[Ориентация] СКО тангажа (град),[Ориентация] СКО крена (град),[Время] Дата (ddmmyyyy),[Время] Время (hhmmsssss),[Точка цели] Флаги,[Точка цели] Широта (микроград),[Точка цели] Долгота (микроград),[Точка цели] Высота (м),[Точка цели] Скорость (км-ч),[Точка цели] Путевой угол (град),[Точка цели] Азимут (град),[Точка цели] Возвышение (град),[Точка цели] Дальность (м),[Автопилот] Код ошибки,[Автопилот] Режим работы (0-A 1-AM 2-M),[Автопилот] Заданный путевой угол (град),[Автопилот] Текущий путевой угол (град),[Автопилот] Заданная высота (м),[Автопилот] Текущая высота (м),[Автопилот] Заданная скорость (км-ч),[Автопилот] Текущая скорость (км-ч),[Автопилот] Заданная вертикальная скорость (м-с),[Автопилот] Текущая  вертикальная скорость (м-с),[Автопилот] Заданный крен (град),[Автопилот] Текущий крен (град),[Автопилот] Заданный тангаж (град),[Автопилот] Текущий тангаж (град),[Автопилот] Заданный курс (град),[Автопилот] Текущий курс (град),[Автопилот] Заданный траекторный угол (град),[Автопилот] Текущий траекторный угол (град),[Автопилот] Текущий угол атаки (град),[Автопилот] Текущий угол скольжения (град),[Автопилот] Заданная тяга (%),[Автопилот] Триммер автомата тяги (%),[Автопилот] Триммер руля высоты (град),[Силовая установка] Тяга переднего левого двигателя (%),[Силовая установка] Тяга переднего правого двигателя (%),[Силовая установка] Тяга заднего левого двигателя (%),[Силовая установка] Тяга заднего правого двигателя (%),[Передний левый двигатель] Код ошибки,[Передний правый двигатель] Код ошибки,[Задний левый двигатель] Код ошибки,[Задний правый двигатель] Код ошибки,[Футаба] Канал флагов,[Футаба] Код ошибки,[Канал крена] Относительное положение,[Канал тангажа] Относительное положение,[Канал направления] Относительное положение,[Канал тяги] Относительное положение,[Канал автопилота] Относительное положение,[Канал двигателей] Относительное положение,[Канал парашюта] Относительное положение,[Канал связи] Относительное положение,[Канал полезной нагрузки] Относительное положение,[Канал режима] Относительное положение,[Канал 11] Относительное положение,[Канал 12] Относительное положение,[Канал 13] Относительное положение,[Канал 14] Относительное положение,[Канал 15] Относительное положение,[Канал 16] Относительное положение,[Батарея] Код ошибки,[Батарея] Напряжение (В),[Батарея] Ток (A),[Топливный бак] Код ошибки,[Топливный бак] Остаток (л),[Топливный бак] Уровень (%),[Топливный бак] Расход (л-мин),[Высотомер] Код ошибки,[Высотомер] Расстояние (м)
395.356,6,0.01936187,0.001586328,0.05905671,0.0002949052,0.0004106946,-0.001383662,7.171184E-05,0.0005406812,-0.001367807,1.001368,0.1079789,-0.05229159,0.4572652,-9.919111,5.08605,-0.6796417,11.14705,5.234703,0.02951969,0.1186655,0.1846161,0.03072559,56050674,37469809,218.753,0.2631425,0.2631426,0.2985487,-0.02311266,0.02705589,0.01671989,0.03558394,0.0393163,25.16752,130.5058,57.35098,0.131603,0.131607,0.1294055,0.1210879,-0.1014507,0.01671989,0.15797,0.1588524,-3.381885,-62.57341,22.78967,0.8083897,2.575682,2.695186,0.644639,0.6458489,10122021,80340169,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.9023,22.78967,-0.6796417,-0.6796417,20,0.5718685,-3,0.01671989,0,2.575682,0.1829305,0.8083897,23.65315,22.78967,0,6.041819,4.618116,-62.57341,0,0,0,0,1.676099,1.22874,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,-1.219511,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.05182,0,0x00000000,19.99207,99,0,0x00000000,0
395.366,6,0.02127029,-0.0129176,0.07814065,-0.0009895042,-0.0005555376,-0.001379609,-0.0007400177,-0.0008477643,-0.001389027,1.00139,0.1079789,-0.05229159,0.4572652,-9.919342,5.08632,-0.6794739,11.14738,5.234703,0.02951969,0.1186655,0.1846161,0.03072559,56050674,37469809,218.7532,0.2634579,0.2634581,0.2989977,-0.02318533,0.02697264,0.01685625,0.035568,0.03936008,25.35703,130.682,57.10486,0.1328943,0.1328983,0.1305749,0.1210152,-0.1015339,0.01685625,0.1579678,0.1588646,-3.430436,-62.60862,22.79048,0.8082346,2.575884,2.695355,0.6449186,0.6461281,10122021,80340179,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.9016,22.79048,-0.6794739,-0.6794739,20,0.5719125,-3,0.01685625,0,2.575884,0.1829305,0.8082346,23.66078,22.79048,0,6.090808,4.569565,-62.60862,0,0,0,0,1.684904,1.236281,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,-0.7621944,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.05182,0,0x00000000,19.99207,99,0,0x00000000,0
395.376,6,-0.02376792,-0.03200155,0.06859867,0.0004346399,-0.0002646223,0.00148344,0.0005444158,-0.0001281425,0.001463771,0.9985364,0.1079789,-0.05229159,0.4572652,-9.919574,5.086589,-0.679306,11.14771,5.234703,0.02951969,0.1186655,0.1846161,0.03072559,56050674,37469809,218.7533,0.2637796,0.2637798,0.299452,-0.02313193,0.02696002,0.0167126,0.03552363,0.03925863,25.19531,130.6299,57.26537,0.1341772,0.1341814,0.1317356,0.1210686,-0.1015466,0.0167126,0.1580168,0.1588982,-3.377501,-62.60617,22.79119,0.8078932,2.575634,2.695523,0.6451983,0.6464072,10122021,80340189,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.9009,22.79119,-0.679306,-0.679306,20,0.5720333,-3,0.0167126,0,2.575634,0.1829305,0.8078932,23.6684,22.79119,0,6.037427,4.6225,-62.60617,0,0,0,0,1.6975,1.249856,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.05182,0,0x00000000,19.99207,99,0,0x00000000,0
395.386,6,-0.04590534,-0.01368086,0.05027808,-0.0003700219,-0.00263181,-0.001152754,0.0006379969,-0.002523277,-0.001264572,1.001268,0.1079789,-0.05229159,0.4572652,-9.919806,5.086858,-0.6791382,11.14803,5.234703,0.02951969,0.1186655,0.1846161,0.03072559,56050674,37469809,218.7535,0.2641078,0.264108,0.2999115,-0.02306934,0.02671231,0.01683675,0.03529507,0.03910521,25.50247,130.8146,56.9184,0.1354532,0.1354575,0.1328879,0.1211312,-0.1017943,0.01683675,0.158224,0.1591173,-3.41416,-62.65628,22.79172,0.8077429,2.57516,2.695692,0.6454779,0.6466864,10122021,80340199,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.9002,22.79172,-0.6791382,-0.6791382,20,0.5728223,-3,0.01683675,0,2.57516,0.1829305,0.8077429,23.6684,22.79172,0,6.074034,4.585841,-62.65628,0,0,0,0,1.698434,1.25326,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.05182,0,0x00000000,19.99207,99,0,0x00000000,0
395.396,6,-0.01842448,-0.005283917,0.04607958,-0.0001424281,0.000314869,0.0005379319,-0.0002378114,0.0002167337,0.0005534291,0.9994466,0.09931223,-0.07962493,0.4682652,-9.920036,5.087125,-0.6789703,11.14836,5.234703,0.02951969,0.1186655,0.1846161,0.03072559,56050674,37469809,218.7537,0.2644425,0.2644427,0.3003763,-0.02309271,0.02673354,0.01678245,0.03532642,0.03911018,25.41089,130.8208,56.99101,0.1367215,0.1367259,0.1340321,0.1211078,-0.101773,0.01678245,0.1581925,0.1590802,-3.396122,-62.65825,22.79221,0.8076784,2.574961,2.69586,0.6457574,0.6469656,10122021,80340209,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8996,22.79221,-0.6789703,-0.6789703,20,0.5726887,-3,0.01678245,0,2.574961,0.1829305,0.8076784,23.6684,22.79221,0,6.055789,4.603879,-62.65825,0,0,0,0,1.698752,1.252713,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.05182,0,0x00000000,19.99207,99,0,0x00000000,0
395.406,6,-0.04972211,0.01341836,0.0338659,0.001047845,0.0003227144,-0.0002612472,0.0008325782,0.0007169396,-0.0002611876,1.000262,0.09931223,-0.07962493,0.4682652,-9.920266,5.087393,-0.6788025,11.14869,5.234703,0.02951969,0.1186655,0.1846161,0.03072559,56050674,37469809,218.7538,0.2647839,0.2647842,0.3008465,-0.02301103,0.02680387,0.0168081,0.0353264,0.03912118,25.44485,130.646,57.0531,0.1379829,0.1379874,0.1351682,0.1211895,-0.1017027,0.0168081,0.1582098,0.1591001,-3.405354,-62.61955,22.79259,0.8078064,2.574447,2.696029,0.646037,0.6472446,10122021,80340219,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8989,22.79259,-0.6788025,-0.6788025,20,0.5727605,-3,0.0168081,0,2.574447,0.1829305,0.8078064,23.6684,22.79259,0,6.064319,4.594647,-62.61955,0,0,0,0,1.698587,1.255656,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.05182,0,0x00000000,19.99207,99,0,0x00000000,0
395.416,6,0.00294965,-0.004902238,0.03043074,0.001172642,2.698973E-05,-0.002293766,0.001000449,0.000561092,-0.002306461,1.002307,0.09931223,-0.07962493,0.4682652,-9.920496,5.087661,-0.6786346,11.14902,5.234703,0.02951969,0.1186655,0.1846161,0.03072559,56050674,37469809,218.754,0.2651322,0.2651324,0.3013223,-0.02291286,0.0268589,0.01703451,0.03530439,0.03919916,25.75751,130.4669,56.88477,0.1392379,0.1392425,0.1362967,0.1212877,-0.1016477,0.01703451,0.1582496,0.1591638,-3.485198,-62.57362,22.79292,0.8077527,2.574459,2.696198,0.6463164,0.6475236,10122021,80340229,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8982,22.79292,-0.6786346,-0.6786346,20,0.5729898,-3,0.01703451,0,2.574459,0.1829305,0.8077527,23.6684,22.79292,0,6.14385,4.514802,-62.57362,0,0,0,0,1.700636,1.253652,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.05182,0,0x00000000,19.99207,99,0,0x00000000,0
395.426,6,-0.03140151,-0.007574095,0.06936205,0.002365283,-2.257898E-05,-0.002006412,0.002126236,0.0009696595,-0.002038598,1.002041,0.09931223,-0.07962493,0.4682652,-9.920724,5.08793,-0.6784668,11.14934,5.234703,0.02951969,0.1186655,0.1846161,0.03072559,56050674,37469809,218.7542,0.2654873,0.2654876,0.3018035,-0.0227042,0.02695403,0.01723463,0.03524203,0.03923051,26.06031,130.1085,56.80999,0.1404862,0.1404909,0.1374175,0.1214963,-0.1015526,0.01723463,0.1583486,0.1592838,-3.553887,-62.49284,22.79365,0.8076549,2.574133,2.696366,0.6465957,0.6478025,10122021,80340239,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8975,22.79365,-0.6784668,-0.6784668,20,0.5734215,-3,0.01723463,0,2.574133,0.1829305,0.8076549,23.6684,22.79365,0,6.211611,4.446114,-62.49284,0,0,0,0,1.692059,1.246794,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.05182,0,0x00000000,19.99207,99,0,0x00000000,0
395.436,6,-0.04247027,-0.045368,0.08043248,-0.0002949219,-0.001790565,-0.001067758,0.0003823526,-0.001723684,-0.00114274,1.001144,0.09931223,-0.07962493,0.4682652,-9.920981,5.089404,-0.677948,11.15024,5.219736,0.03582665,0.1225358,0.1846161,0.03072559,56050674,37469809,218.7547,0.2644783,0.2644786,0.3020314,-0.02200203,0.02718103,0.01778085,0.03496996,0.03923081,26.95155,128.9889,56.57957,0.1407002,0.1407049,0.137609,0.1221985,-0.1013256,0.01778085,0.158743,0.1597357,-3.73612,-62.25113,22.79493,0.8064325,2.573704,2.696483,0.6466713,0.6478768,10122021,80340249,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8914,22.79493,-0.677948,-0.677948,20,0.5750486,-3,0.01778085,0,2.573704,0.1829305,0.8064325,23.6684,22.79493,0,6.391077,4.263881,-62.25113,0,0,0,0,1.689179,1.241626,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.05182,0,0x00000000,19.99207,99,0,0x00000000,0
395.446,6,0.002567822,-0.00911039,0.02432598,0.0005781762,-0.0006141849,-0.001672685,0.0007188208,-0.0002822541,-0.0017066,1.001707,0.09931223,-0.07962493,0.4682652,-9.921201,5.089675,-0.6777649,11.15056,5.219736,0.03582665,0.1225358,0.1846161,0.03072559,56050674,37469809,218.7549,0.264841,0.2648413,0.3025179,-0.02193151,0.02715329,0.01794838,0.03490404,0.03924839,27.21317,128.9276,56.38139,0.141941,0.1419458,0.1387212,0.122269,-0.1013533,0.01794838,0.158815,0.159826,-3.793035,-62.23636,22.7952,0.8063396,2.573712,2.696651,0.6469507,0.6481557,10122021,80340259,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8907,22.7952,-0.6777649,-0.6777649,20,0.5753736,-3,0.01794838,0,2.573712,0.1829305,0.8063396,23.6684,22.7952,0,6.447889,4.206966,-62.23636,0,0,0,0,1.698092,1.250516,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.05182,0,0x00000000,19.99207,99,0,0x00000000,0
395.456,6,0.007911482,-0.01101869,0.06478401,0.0009315675,-0.002359688,-0.0005381703,0.001753511,-0.0017947,-0.0006566048,1.00066,0.1106456,-0.04329159,0.4499319,-9.921419,5.089946,-0.6703186,11.15088,5.219736,0.05299647,0.1225358,0.2050781,0.03072559,56050674,37469809,218.7623,0.2652109,0.2652112,0.2976119,-0.02175943,0.02697709,0.01918454,0.03465886,0.03961417,28.96562,128.8893,54.87286,0.1431752,0.1431802,0.1395231,0.1224411,-0.1015295,0.01918454,0.1590599,0.1602127,-4.222389,-62.19265,22.79588,0.8062096,2.573778,2.696814,0.64723,0.6484346,10122021,80340269,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.89,22.79588,-0.6703186,-0.6703186,20,0.5767657,-3,0.01918454,0,2.573778,0.1829305,0.8062096,23.6684,22.79588,0,6.87734,3.777612,-62.19265,0,0,0,0,1.690442,1.242388,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.06987,0,0x00000000,19.99207,99,0,0x00000000,0
395.466,6,0.02623198,-0.0388814,0.02279924,0.001114238,-0.002840117,-0.001536429,0.002075799,-0.002132896,-0.00167799,1.001682,0.1106456,-0.04329159,0.4499319,-9.921636,5.090215,-0.6701202,11.15119,5.219736,0.05299647,0.1225358,0.2050781,0.03072559,56050674,37469809,218.7625,0.2655881,0.2655885,0.2981013,-0.02155572,0.0267677,0.01934926,0.03436799,0.03944049,29.37962,128.8441,54.5284,0.1444036,0.1444087,0.1406232,0.1226448,-0.1017389,0.01934926,0.1593504,0.1605209,-4.268214,-62.19788,22.79613,0.8058199,2.574022,2.696982,0.6475094,0.6487133,10122021,80340279,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8892,22.79613,-0.6701202,-0.6701202,20,0.5778751,-3,0.01934926,0,2.574022,0.1829305,0.8058199,23.6684,22.79613,0,6.923297,3.731787,-62.19788,0,0,0,0,1.698553,1.247448,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0.1524448,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.06987,0,0x00000000,19.99207,99,0,0x00000000,0
395.476,6,-0.02071461,0.04356137,0.03882981,0.0008796509,0.000136327,-0.002366304,0.0006890185,0.0005544871,-0.002369881,1.00237,0.1106456,-0.04329159,0.4499319,-9.921851,5.090483,-0.6699219,11.15151,5.219736,0.05299647,0.1225358,0.2050781,0.03072559,56050674,37469809,218.7627,0.2659727,0.2659731,0.2985968,-0.02148812,0.02682208,0.01958189,0.03436806,0.0395552,29.6732,128.6995,54.32984,0.1456262,0.1456314,0.1417164,0.1227124,-0.1016845,0.01958189,0.1593677,0.1605663,-4.350122,-62.1572,22.79656,0.8062467,2.573799,2.697151,0.6477885,0.6489922,10122021,80340289,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8885,22.79656,-0.6699219,-0.6699219,20,0.5780385,-3,0.01958189,0,2.573799,0.1829305,0.8062467,23.66687,22.79656,0,7.004959,3.649879,-62.1572,0,0,0,0,1.68849,1.245638,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0.1524448,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.06987,0,0x00000000,19.99207,99,0,0x00000000,0
395.486,6,-0.00277559,0.02714926,0.05257022,0.002858164,0.0002079271,6.896257E-05,0.002558289,0.001297388,3.808737E-05,0.9999661,0.1106456,-0.04329159,0.4499319,-9.922065,5.090752,-0.6697235,11.15182,5.219736,0.05299647,0.1225358,0.2050781,0.03072559,56050674,37469809,218.7629,0.2663649,0.2663653,0.2990984,-0.02123705,0.02694938,0.01957818,0.03431153,0.03950426,29.70911,128.2394,54.48407,0.1468425,0.1468478,0.1428028,0.1229635,-0.1015572,0.01957818,0.1594801,0.1606773,-4.344607,-62.06736,22.79714,0.8065034,2.573758,2.69732,0.6480675,0.649271,10122021,80340299,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8878,22.79714,-0.6697235,-0.6697235,20,0.5784382,-3,0.01957818,0,2.573758,0.1829305,0.8065034,23.66535,22.79714,0,6.998758,3.655394,-62.06736,0,0,0,0,1.683669,1.238905,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0.1524448,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.06987,0,0x00000000,19.99207,99,0,0x00000000,0
395.496,6,0.03119382,-0.007583641,0.05218858,0.001502988,-0.001973309,0.001686037,0.002199596,-0.001299016,0.001574397,0.9984289,0.1106456,-0.04329159,0.4499319,-9.922276,5.09102,-0.6695251,11.15213,5.219736,0.05299647,0.1225358,0.2050781,0.03072559,56050674,37469809,218.7631,0.2667648,0.2667651,0.2996061,-0.02102119,0.02682184,0.01942367,0.03407787,0.03922474,29.68223,128.087,54.56841,0.1480527,0.1480581,0.1438826,0.1231793,-0.1016847,0.01942367,0.1597277,0.1609044,-4.279145,-62.0629,22.79769,0.8064132,2.574055,2.697488,0.6483467,0.6495497,10122021,80340309,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8871,22.79769,-0.6695251,-0.6695251,20,0.5792558,-3,0.01942367,0,2.574055,0.1829305,0.8064132,23.66382,22.79769,0,6.933404,3.720856,-62.0629,0,0,0,0,1.682389,1.233401,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0.1524448,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.06987,0,0x00000000,19.99207,99,0,0x00000000,0
395.506,6,0.04340755,-0.01712569,0.05944049,0.000945502,-0.001067683,0.0009471178,0.001312884,-0.0006554946,0.000884831,0.9991162,0.1106456,-0.04329159,0.4499319,-9.922485,5.091288,-0.6693268,11.15244,5.219736,0.05299647,0.1225358,0.2050781,0.03072559,56050674,37469809,218.7633,0.2671724,0.2671728,0.30012,-0.02089235,0.02675746,0.01933684,0.03394778,0.03906872,29.66608,127.9829,54.62375,0.1492576,0.1492631,0.1449559,0.1233082,-0.1017491,0.01933684,0.159868,0.1610332,-4.242258,-62.05702,22.79831,0.8062245,2.574476,2.697657,0.6486257,0.6498283,10122021,80340319,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8863,22.79831,-0.6693268,-0.6693268,20,0.5797197,-3,0.01933684,0,2.574476,0.1829305,0.8062245,23.6623,22.79831,0,6.896709,3.757744,-62.05702,0,0,0,0,1.678325,1.227891,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0.1524448,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.06987,0,0x00000000,19.99207,99,0,0x00000000,0
395.516,6,0.01668998,-0.01559895,0.05753209,0.001162357,-0.001665309,-0.0003712177,0.001702972,-0.001072377,-0.0004620552,1.000464,0.06664558,-0.07395826,0.4532652,-9.922694,5.091555,-0.6691284,11.15275,5.219736,0.05299647,0.1225358,0.2050781,0.03072559,56050674,37469809,218.7635,0.2675879,0.2675883,0.3006403,-0.02072524,0.02665216,0.01938221,0.033762,0.03892998,29.85943,127.8694,54.49568,0.1504574,0.1504631,0.146023,0.1234753,-0.1018544,0.01938221,0.160064,0.1612332,-4.24992,-62.04778,22.79891,0.8060517,2.57463,2.697825,0.6489049,0.6501068,10122021,80340329,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8856,22.79891,-0.6691284,-0.6691284,20,0.5804395,-3,0.01938221,0,2.57463,0.1829305,0.8060517,23.66077,22.79891,0,6.904356,3.750081,-62.04778,0,0,0,0,1.674375,1.225376,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0.1524448,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.06987,0,0x00000000,19.99207,99,0,0x00000000,0
395.526,6,0.05142286,-0.02246914,0.04913513,0.002594986,-0.001629125,-0.001244426,0.0029837,-0.0004555248,-0.001352668,1.001357,0.06664558,-0.07395826,0.4532652,-9.922899,5.091822,-0.6689301,11.15305,5.219736,0.05299647,0.1225358,0.2050781,0.03072559,56050674,37469809,218.7637,0.2680114,0.2680118,0.3011669,-0.02043241,0.02660741,0.019515,0.03354754,0.03881073,30.18708,127.5215,54.33482,0.1516523,0.151658,0.1470839,0.1237681,-0.1018992,0.019515,0.1603184,0.1615018,-4.285955,-61.99025,22.79943,0.8058144,2.575129,2.697994,0.6491838,0.6503853,10122021,80340339,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8848,22.79943,-0.6689301,-0.6689301,20,0.5814064,-3,0.019515,0,2.575129,0.1829305,0.8058144,23.65925,22.79943,0,6.940273,3.714046,-61.99025,0,0,0,0,1.673629,1.222114,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0.1524448,-101.0165,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.06987,0,0x00000000,19.99207,99,0,0x00000000,0
